0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
0 1 1 0 2 1 0 0 1 1 1 3 4 1 2 0 5 0 0 6 7 0 1 2 0 0 8 9 10 9 9 9 9 9 9 9 9 9 0 11 2 0 0 3 3 3 0 4 8 9 9 12 9 13 14 14 13 15 14 13 16 17 17 18 16 10 0 2 4 3 0 0 19
0 1 1 0 2 1 0 0 1 1 1 3 4 1 2 0 5 0 0 6 7 0 1 2 0 0 8 9 10 9 9 9 9 9 9 9 9 9 0 11 2 0 0 3 3 3 0 4 8 9 9 12 9 13 3 3 13 14 3 13 15 16 16 17 15 10 0 2 4 3 0 0 18
0 1 1 0 2 1 0 0 1 1 1 3 2 1 2 0 4 0 0 5 6 0 1 2 0 0 7 8 9 8 8 8 8 8 8 8 8 8 0 10 2 0 3 3 3 3 0 2 7 8 8 11 8 12 3 3 12 13 3 12 14 15 16 17 14 9 0 2 2 3 0 0 18
0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 0 2 0 0 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 6
0 1 1 0 2 1 0 0 1 1 1 3 2 1 2 0 4 0 0 5 6 0 1 2 0 0 7 8 9 8 8 8 8 8 8 8 8 8 0 10 2 0 0 3 3 3 0 2 7 8 8 11 8 12 13 13 12 14 13 12 8 15 15 16 17 9 0 2 2 3 0 0 18
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 3 0 3 3 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 0 3 3 4 3 0 0 0 0 5 0 0 3 3 3 3 3 0 0 0 0 0 0 0 6
0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 0 2 0 0 3 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 7
0 1 1 2 2 1 2 0 1 1 1 2 2 1 2 0 3 0 0 4 5 0 1 2 0 0 0 6 2 6 6 6 6 6 6 6 6 6 0 7 2 0 0 2 2 2 0 2 0 6 6 8 6 2 2 2 2 9 2 2 6 6 6 10 6 2 0 2 2 2 0 0 11
0 1 1 0 2 1 0 0 1 1 1 3 2 1 2 0 4 0 0 5 6 0 1 2 0 0 7 8 9 8 8 8 8 8 8 8 8 8 3 10 2 0 11 3 3 3 0 2 7 8 8 12 8 13 11 11 13 14 11 13 15 16 17 18 15 9 0 2 2 3 0 0 19
0 1 1 0 2 1 0 0 1 1 1 2 2 1 2 0 1 0 0 3 4 0 1 2 0 0 0 2 0 2 2 2 2 2 2 2 2 2 0 0 2 0 0 2 2 2 0 2 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 0 0 2 2 2 0 0 6
0 1 1 0 0 1 0 0 1 1 1 0 0 1 0 0 1 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
